category,text,Label,Result
106,"Sony Corporation (NYSE symbol: SNE) is the electronics business unit of Sony Group, a large Japanese multinational company that plays a leading role in worldwide electronics, games, and entertainment media (movies and music), introducing and shaping many now-familiar standards. The company traces its origin to a radio repair shop started by Masaru Ibuka in a bombed-out building in Tokyo in 1945.  He was soon joined by Akio Morita, and the men started an electronics company whose name translates in English to Tokyo Telecommunications Engineering Corporation.  They started by building tape recorders, but in the early 1950s the two entrepreneurs were among the earliest to realize the potential of the transistor, marketing transistor radios starting in 1956.  The devices essentially established the modern consumer electronics field, perfectly fitting with a new music fad among American teenagers—rock and roll. With their marketing success, Ibuka and Morita realized that they needed a simple, catchy name that would appeal to Americans and other non-Japanese customers.  In 1958 they came up with Sony.  Although the name did not exist in any language (and thus could be made proprietary), “Sony” evokes English words such as “sound” and “sonic. ” (It also resembled a Japanese slang phrase “sony-sony,” for something like what we would call “geeks” or “nerds” today. )",0,Human
107,"the company’s successful consumer products have included the following:, Trinitron tubes for televisions and computer monitors (no longer sold in the United States), Walkman portable music player (1979), 3. 5? floppy disk (1983), which flourished until the later 1990sSony? ? ? ? 445, Discman CD-based music player (1984), Handycam camcorder and Video format (1985), Digital audio tape, or DAT (1987), Blu-ray optical discSony would also become a major player in the console gaming market ,.  In 1994 the company introduced the PlayStation, followed by later models in 2000 and 2006.  Sony is also a significant seller of digital cameras, including the Mavica floppy disc (later CD), since discontinued.  The company also introduced its proprietary “memory stick” for storage",0,Human
108,"The simplest and least efficient kind of sort is called the selection sort.  Rather like a bridge player organizing a hand, the selection sort involves finding the record with the lowest key and swapping it with the first record, then scanning back through for the next lowest key and swapping it with the second record, and so on until all the records are sorted.  While this uses memory very efficiently (since the records are sorted in place), it is not only slow, but also gets worse fast.  That is, the time taken to sort n records is proportional to n2. The selection approach suffers because on each pass the sort determines not only the record with the lowest key but 446? ? ? ? sorting and searchingthe one with the next lowest key.  However, that information is not retained.  The heapsort, invented by John Williams in 1964, uses a binary tree to store a heap of sorted records ,.  Once the heap is built, the tree nodes can be used to store record numbers in a corresponding array that will represent the sorted database.  The heapsort is efficient because no records are physically moved, and the only memory needed is for the heap and array.  The heapsort is generally considered the fastest and most reliable general-purpose sorting algorithm, with a maximum running time of log n",0,Human
109,"The bubble sort is based on making comparisons and swaps.  It makes the most convenient comparison possible: each record with its neighbor.  The algorithm looks at the first two records.  If the second has a lower key than the first, the records are swapped.  The procedure continues with the second and third records, then the third and fourth, and so on through all the records, swapping pairs of adjacent records whenever they are out of order.  After one pass the record with highest key will have “bubbled up to” the end of the list.  The procedure is then repeated for all but the last record until the two highest records are at the end, and so on until all the records are sorted.  Unfortunately, the number of comparisons and swaps that must be made makes the bubble sort as slow as the selection sort. ",0,Human
110,"The quicksort improves on the basic bubble sort by first choosing a record with a key approximately midway between the lowest and highest.  This key is called the pivot.  The records are then moved to the left of the pivot if they are lower than it, and to the right if higher (that is, the records are divided into two partitions).  The process is then repeated to split the left side with a new pivot, and then the right side likewise.  This is continued until the partition size is one, and the records are now all sorted.  (Because of this repeated partitioning, quicksort is usually implemented using a procedure that calls itself repeatedly—see recursion. )Devised by C.  A.  R.  Hoare in 1962, quicksort is much faster than the bubble sort because records are moved over greater distances in a single operation rather than simply being exchanged with their neighbors.  Assuming an appropriate initial pivot value is chosen, running time is proportional to the logarithm of n rather than to the square of n. The difference becomes dramatic as the size of the database increases",0,Human
111,"The bubble sort and quicksort are designed to work with records that are in random order.  However, in many applications a database grows slowly over time.  At any given time the existing database is already sorted, so it hardly makes sense to have to resort the whole database each time a new record is added. Instead, an insertion sort can be used.  In its simplest form, the algorithm looks sequentially through the sorted records until it finds the first record whose key is higher than that of the new record.  The new record can then be inserted just before that record, much like the way a bridge player might organize the cards in a hand.  (Since inserting a record and physically moving all the higher records up in memory can be time-consuming, a linked list of key values and associated record number is often used instead.  (See list processing. ) That way only the links need to be changed rather than any records being moved. The insertion sort was improved by Donald L.  Shell in 1959.  His “shellsort” takes a recursive approach (like that in the quicksort), and applies the insertion sort procedure to successively smaller partitions. Another improvement on the insertion sort is the mergesort.  As the name implies, this approach begins by creating two small lists of sorted records (using a simple comparison algorithm), then merging the lists into longer lists.  Merging is accomplished by looking at the two keys on the top of two lists and taking whichever is lowest until the lists are exhausted.  The merge sort also lends itself to a recursive approach, and it is comparable in speed and stability to the heapsort",0,Human
112,"All of the sorting algorithms discussed so far rely upon some form of comparison.  However, it also possible to sort records by calculating their relative positions or distribution ,.  In its simplest form, an array can be created whose range of indexes is equal to 1 to the maximum possible key value.  Each key is then stored in the index position equal to its value (that is, a record with a key of 2314 would be stored in the array at position Array[2314].  This procedure works well, but only if the keys are all integers, the range is small enough to fit in memory, and there are no duplicate keys (since a duplicate would in effect overwrite the record already stored in that position). A more practical approach is to use a formula (hash function) that should create a unique hash value for each key.  The function must be chosen to minimize “collisions” where two keys end up with the same hash value, which creates the same problem as with duplicate keys.  A hash sort is quite efficient within those constraints",0,Human
113,"There are a number of ways that sound can be sampled, stored, or generated digitally ,.  Here we will look at some of the most popular sound file formats. WAVThe WAV (wave) file format is specific to Microsoft Windows.  It essentially stores the raw sample data that represents the digitized audio content, including information about the sampling rate (which in turns affects the sound quality).  Since WAV files are not compressed, they can consume considerable disk space. AIFFAIFF stands for Audio Interchange File Format, and is specific to the Apple Macintosh and to Silicon Graphics (SGI) platforms.  Like WAV, it stores actual sound sample data.  A variant, AIFF-C, can store compressed sound. AUThe AU (audio) file format was developed by Sun Microsystems and is used mainly on UNIX systems, and also in Java programming. MIDIMIDI stands for Musical Instrument Digital Interface.  Unlike most other sound formats, MIDI files don’t represent sampled sound data.  Rather, they represent virtual musical instruments that synthesize sound according to complex algorithms that attempt to mirror the acoustic characteristics of real pianos, guitars, or other instruments.  Since MIDI is like a “score” for the virtual instruments rather than storing the sounds, it is much more compact than sampled sound formats.  MIDI is generally used for music composition rather than casual listening. MP3MP3 is actually a component of the MPEG (Moving Picture Expert Group) multimedia standard, and stands for MPEG1 Audio Layer 3.  It is now the most popular sound format, using compression to provide a balance of sound quality",0,Human
114,"While spam can appear in any communications medium (including chat, instant messaging, and even blogs), the most prevalent type is e-mail spam, which costs U. S.  businesses billions of dollars a year in processing expenditures, lost time, and damage caused by malicious software (malware) for which spam can be either a delivery vehicle or an inducement.  In 2007 an estimated 90 billion spam messages were sent each day. The fundamental driving force of spam is the fact that, given one has Internet access, sending e-mail costs essentially nothing, no matter how many messages are sent.  Thus even if only a tiny number of people respond to a spam solicitation (such as for sexual-enhancement products), the result is almost pure profit for the spammer. Besides directly making fraudulent solicitations for products that are ineffective, counterfeit, or nonexistent, spam carries two other dangers: inducements to click to visit fake Web sites , and attachments containing viruses or other dangerous software ,",0,Human
115,"Ways to stop the spread of spam include the following:, e-mail filtering software, using a combination of text analysis by keyword or statistical correlation , and lists of Internet locations (domains) associated with spamming; filtering can be done both by service providers and individual users, or collaboratively, tightening the technical requirements for messages to be accepted by mail servers (much spam has poorly formatted headers), improving techniques for blocking the viruses used by spammers to set up their bots—see computervirus and firewall, attempting to shut down the infrastructure that supports spam operations, such as hosts who allow e-mail, and sellers of spamming software and illicitly gathered address lists",0,Human
116,"Spyware and adware are two pervasive threats to computer users.  Both are programs that are installed more or less surreptitiously, often accompanying an attractive-looking “free” software package or media download.  Depending on how widely it is defined, as many as eight out of 10 PCs may be infected by some sort of spyware.  Signs of infection can include the system slowing down or periodically freezing, Web browsers that fail to display the expected home page or search results, and the appearance of numerous unwanted pop-up windows (a sign of adware). Ranging from least to most harmful, spyware and adware can do the following:, Display annoying advertising that can clog up the screen or cover up information (some adware can also be spyware that uses information about the user to target advertising), Track Web browsing to provide information to sell to marketers ,, Obtain personal information for use in identity theft, Install keyloggers (programs that record keystrokes, such as passwords being entered) or other “back door” or “trojan” programs",0,Human
117,"Growing concern about spyware has prompted the use of antispyware programs such as Ad-Aware and Spybot-Search & Destroy, as well as a free program from Microsoft.  Antispyware programs are also being included in popular security suites from companies such as Symantec and McAfee.  The programs work similarly to antivirus programs, watching for suspicious behavior or “signatures” matching known spyware or adware.  Depending on the program, the spyware can be blocked from executing at all or removed from the system. The software varies considerably in effectiveness, so users may have to run several different programs to completely remove an “infestation. ”Spyware has been generally given a lower priority than viruses or even spam.  When challenged, spyware makers generally claim that the user authorized its installation (at least implicitly) by installing the utility or other software that contains it.  Although antispyware legislation has been introduced in Congress, it has not passed as of mid-2008.  However, state officials such as former New York State Attorney General Eliot Spitzer successfully sued a spyware company, winning a $7. 5 million settlement",0,Human
118,"A stack is simply a list that represents successive locations in memory into which data can be inserted.  The operation of a stack can be visualized as being rather like the springloaded platform onto which dishes are stacked for washing in some restaurants.  As each dish (number) is added, the stack is “pushed. ” Because only the item “on top” (the last one added) can be removed (“popped”) at any given time, a stack is described as a LIFO (last in, first out) structure.  (Note that this is different from a queue, where items can be added or removed from either end [see queue]. )Stacks are useful whenever nested items must be tracked.  For example, a procedure might call a procedure that in turn calls another procedure.  The stack can keep track of the parameters (as well as the calling address) for each pending procedure. Stacks can also be used to evaluate nested arithmetic expressions.  ",0,Human
119,"Web users increasingly have access to such content as news broadcasts, songs, and even full-length videos.  The problem is that the user must receive the content in real time at a steady pace, not in sputters or jerks.  However, factors such as load on the Web server and network congestion between the server and user can cause delays in transmission.  One way to reduce the problem would be to compress the data ,.  However, excessive compression would compromise audio or picture quality to an unacceptable extent.  Fortunately, a technology called streaming offers a way to smooth out the transmission of large amounts audio or video content ,. When a user clicks on an audio or video link, the player software (or Web browser plug-in) is loaded and the transmission begins.  Typically, the player stores a few seconds of the transmission ,, so any momentary delays in the transmission of data packets will not appear as the data starts to play.  Assuming the rate of transmission remains sufficient, enough data remains in the buffer so that data can be “fed” to the playing software at a steady pace.  If, however, there is too much delay due to network congestion, the playback will pause while the player refills its buffer",0,Human
120,"Founded in 1982, Sun Microsystems (NASDAQ symbol: JAVA) has played an important role in the development of computer workstations and servers, UNIX-based operating systems, and the Java programming language ,. During the 1980s, Sun was known mainly for its workstations for programmers and graphics professionals, running on its own SPARC series microprocessors.  However, 460? ? ? ? structured programmingby the 1990s the growing power of regular desktop PCs was reducing the need for special-purpose workstations.  As the Web grew starting in the 1990s, Sun’s line of multiprocessing Web servers became quite successful, though the “dotbust” of the early 2000s cut revenues. One of Sun’s founders was a key developer of UNIXsoftware ,.  Sun developed its own version of UNIX (SunOS) for its workstations in the 1980s, and then joined with AT&T to develop the widely used UNIX System V Release 4, which in turn became the basis for Sun’s new operating system, Solaris.  (Sun has also supported the use of Linux on its hardware. )",0,Human
121,"Supercomputers are always more expensive and somewhat less reliable than standard computers, so they are used only when necessary.  As the power of standard computers continues to grow, applications that formerly required a multimillion-dollar supercomputer can now run on a desktop workstation (a good example is the creation of detailed 3D graphics). On the other hand, there are always applications that will soak up whatever computing power can be brought to bear on them.  These include analysis of new aircraft designs, weather and climate models, the study of nuclear reactions, and the creation of models for the synthesis of proteins.  The neverending battle of organizations such as the National Security Agency (NSA) to monitor worldwide communications and crack ever-tougher encryption also demands the fastest available supercomputers ,. ",0,Human
122,"The term supply chain management was developed in the 1980s to refer to the systematic efforts to improve the efficiency and reliability of this vital business activity.  Although the details will vary with the industry, a supply chain can include the following activities:, obtaining the raw materials or components needed for the product, manufacturing finished products, marketing the product, distributing the product to retailers or other outlets, servicing the product and supporting customers, (increasingly) providing for the ultimate recycling or disposal of the product",0,Human
123,"A system administrator is the person responsible for managing the operations of a computer facility to ensure that it runs properly, meets user needs, and protects the integrity of users’ data.  Such facilities range from offices with just a few users to large campus or corporate facilities that may be served by a large staff of administrators. The system administrator’s responsibilities often include:, setting up accounts for new users, allocating computing resources (such as server space) among users, configuring the file, database, or local area network (LAN) servers, installing new or upgraded software on users’ workstations, keeping up with new versions of the operating system and networking software, using various tools to monitor the performance of the system and to identify potential problems such as device “bottlenecks” or a shortage of disk space, ensuring that regular backups are made, configuring network services such as e-mail, Internet access, and the intranet (local TCP/IP network), using tools such as firewalls and virus scanners to protect the system from viruses, hacker attacks, and other security threats ,, providing user orientation and training, creating and documenting policies and procedures",0,Human
124,"The systems analyst serves as the bridge between the needs of the user and the capabilities of the computer system.  The systems analyst goes into action when users request that some new application or function be provided (usually in a corporate computing environment). The first step is to define the user’s requirements and to prepare precise specifications for the program.  In doing so, the systems analyst is aided by methodologies developed by computer scientists over the last several decades ,.  Often flowcharts or other aids are used to help visualize the operation of the program ,. After communicating with the user, the systems analyst must then communicate with the programmers, helping them understand what is needed and reviewing their work as they begin to design the program.  Although the systems analyst may do little actual programming, he or she must be familiar with programming tools and practices.  This may make it possible to suggest existing software or components that could be adapted instead of undertaking the cost and time involved with creating a new program.  As a program is developed, systems analysts are often responsible for designing tests to ensure that the software works properly ,",0,Human
125,"Applications programmers write programs to help users work better, while systems programmers write programs to help the computer itself work better ,.  Systems programmers generally work for companies in the computer industry that develop operating systems, network facilities, program language compilers and other software development tools, utilities, and device drivers.  However, systems programmers can also work for applications developers to help them interface their programs to the operating system or to devices ,. Modern operating systems are highly complex, so systems programmers tend to specialize in particular areas.  These might include device drivers, software development tools, program language libraries, applications programming interfaces (APIs), and utilities for monitoring system conditions and resources.  Systems programmers develop the infrastructure needed for networking, as well as multiple-processor computers and distributed computing systems.  Systems programmers also play a key role when an application program must be “ported” to a different platform or simply modified to run under a new version of the operating system",0,Human
126,"As the name suggests, a tablet PC is a small computer about the size of a notebook (not to be confused with a “notebook PC,” which is a small, light laptop).  The user can write on the screen with a stylus to take notes (for similar functionality, see graphics tablet), draw, and make selections with stylus or fingertip. If the user writes on the screen, software converts the writing to the appropriate characters and stores them in a file ,.  As with some PDAs, there may also be a system of shorthand “gestures” that can be used to write more quickly.  Alternatively, the user can type with stylus or fingertips on a “virtual keyboard” displayed on the screen ,. A more versatile and natural interface is becoming available: “multitouch,” pioneered by the Apple iPhone and Microsoft Surface, can recognize multiple motions and pressure points simultaneously.  This allows the user to, for example, flick the finger to “turn a page” or use a pinching motion to “pick up” an object. Applications for tablet PCs include many PDA-type applications ,, field note taking, inventory, and other tasks that require a device that is not encumbering.  Because of its compactness, a tablet PC can also be a good reader for ebooks ,. ",0,Human
127,"An interesting variant is the Internet tablet, best known in Nokia’s N-series.  These are smaller and lighter than a tablet PC.  The Nokia N810, for example, has a slide-out keyboard as well as a virtual screen keyboard.  The most notable feature is the Internet browser and related applications, such as e-mail and instant messaging, and built-in wireless connections ,.  Although there is no phone, Internet-based services such as Skype can be used to place calls, or a Bluetooth-equipped mobile phone.  The Nokia series uses a variant of Linux and can run a large variety of open-source applications",0,Human
128,"Anyone who has seen computers in old movies is familiar with the row of large, freestanding tape cabinets with their spinning reels of tape.  The visual cue that the computer was running consisted of the reels thrashing back and forth vigorously while rows of lights flashed on the computer console.  Magnetic tape was indeed the mainstay for data storage in most large computers , in the 1950s through the 1970s. In early mainframes the main memory (corresponding to today’s RAM chips) consisted of “core”—thousands of tiny magnetized rings crisscrossed with wires by which they could be set or read.  Because core memory was limited to a few thousand bytes (kB), it was used only to hold the program instructions , and to store temporary working data while the program was running. The source data to be processed by the program was read from a reel of tape on the drive.  If the program updated the data (rather than just reporting on it), it would generally write a new tape with the revised data.  In large facilities a person called a tape librarian was in charge of keeping the reels of tape organized and providing them to the computer operators as needed. ",0,Human
129,"By the 1990s, PC users generally used tapes only for making backups.  A typical backup tape drive uses DAT (digital audio tape) cartridges that hold from hundreds of megabytes to several gigabytes of data.  Most drives use a rotating assembly of four heads (two read and two write) that verify data as it’s being written.  As a backup medium, tape has a lower cost per gigabyte than disk devices.  It is easy to use and can be set up to run unattended (except for periodically changing cartridges). However, since tapes are written and read sequentially, they are not convenient for restoring selected files ,.  Many smaller installations now prefer using a second (“mirror”) hard drive as backup, using disk arrays , or using recordable CDs or optical drives for smaller amounts of data ,. Many large companies and government agencies have thousands of reels of tape stored away in their vaults since the 1960s, including data returned from early NASA space missions.  As time passes, it becomes increasingly difficult to guarantee that this archived data can be successfully read.  This is due both to gradual deterioration of the medium and the older data formats becoming obsolete ,. ",0,Human
130,"Tcl includes a number of extensions that, for example, provide access to popular database formats such as MySQL and can interface with other programming languages such as C++ and Java.  The most widely used extension is Tk, which provides a library for creating user interfaces for a variety of operating systems and languages such as Perl, Python, and Ruby. Tcl has been described as a “glue” to connect existing applications.  It is relatively easy to write and test a script interactively (often at the command line), and then insert it into the code of an application.  When the application runs, the Tcl interpreter runs the script, whose output can then be used by the main application ,",0,Human
131,"The header information also includes:, The total length of the packet.  In theory packets can be as large as 65 kbytes; in practice they are limited to a smaller maximum. , An identification number that can be used if a packet is broken into smaller pieces for efficiency in transmission.  This allows the packet to be reassembled at the destination. , A “time to live” value that specifies how many hops (movements from one intermediate host to another) the packet will be allowed to take.  This is reduced by 1 for each hop.  If it reaches 0, the packet is assumed to have gotten “lost” or stale, and is discarded. , A protocol number (the protocol is usually TCP, see below). , A checksum for checking the integrity of the header itself (not the data in the packet). , The source and destination addresses. The source and destination are given as IP addresses, which are 32 bits long and typically written as four sets of up to three numbers each—for example, 208. 162. 106. 17",0,Human
132,"Most software companies now have Web sites that include a support section that offers services such as, Frequently Asked Questions (FAQ) files with answers to common problems. , A searchable “knowledge base” of articles relating to various aspects of the software, including compatibility with other products, operating system issues, and so on. , Forms or e-mail links that can be used to submit questions to the company.  Typically questions are answered in one or two working days. , A bulletin board where users can share solutions and tips relating to the software. Web sites for publications such as PC Magazine and ZDNet also offer articles and other resources for working with the various versions of Microsoft Windows and popular applications. ",0,Human
133,"As millions of people became new computer users during the 1980s, a thriving computer book publishing industry offered users a more user-friendly approach than that usually provided in the manuals issued by the software companies.  The “Dummies” books, offering bite-sized servings of information written in a breezy style and accompanied by cartoons, eventually spread beyond computers into hundreds of other fields and the format was then copied by other publishers.  Publishers such as Sams, Coriolis, and particularly O’Reilly have aimed their offerings at more experienced users, programmers, and multimedia developers. Computer trade books are often written by experienced developers and systems programmers who can offer advanced knowledge and “tips and tricks” to their less experienced colleagues.  Since many technical “gurus” are not experienced writers, the best results often come from collaboration between the expert and an experienced technical writer and/or editor who can review the material for completeness, organization, and clarity. In recent years there has been some contraction in the computer book industry.  This has arisen from several sources: improved on-line help included in products; the dominance of many applications areas by a handful of products; and fewer people needing beginner-level instructions",0,Human
134,"Many technical writers work within software companies or in the information systems departments of other corporations, universities, or government agencies.  Their work is generally more highly structured than that of the manual or book writer.  As part of a development team, a technical writer may be in charge of creating documentation describing the data structures, classes, and functions within the program.  This task is aided by a variety of tools including facilities for extracting such information automatically from C++ or Java programs.  The writer may also be responsible for maintaining logs that show each change or addition made to the program during each compiled version or “build. ”This type of technical writing requires detailed knowledge of operating systems, programming languages, software development tools, and software engineering methodology.  It also requires the ability to work well as part of a team, often under conditions of high pressure. ",0,Human
135,"Major policy issues involving information technology industries include:, foreign trade and the protection of intellectual property ,, attempts to reform the patent system to prevent what is seen as dubious and expensive litigation, the need for an increasing number of trained workers and providing a sufficient number of visas for foreign workers ,, preserving equal access to the Internet ,, which pits content providers against telecommunications companies, promoting the development of a next-generation Internet infrastructure (“Internet 2”)government support for computer research (such as through the National Science Foundation)—see government funding of computer research, favorable treatment of online businesses with regard to taxation (often objected to by traditional brickand-mortar businesses)—see e-commerce, laws against computer-related fraud and other crime ,, Privacy regulations ,The computer industry is also involved in issues that will affect its future over the longer term, such as the need to improve math and science education in elementary and high schools, energy and environmental policy, and issues such as health care and pensions that affect all sectors of the economy. ",0,Human
136,"Prior to the court-ordered breakup of AT&T in 1984, the phone industry functioned in a monolithic way and was not very responsive to the needs of the growing computer networking industry. The breakup of AT&T led to growing competition, providing a wider variety of telecommunications equipment and lower phone rates just as PC users were starting to buy modems and sign up with online services and bulletin boards.  The growing deregulation movement in the 1990s (culminating in the Telecommunications Act of 1996) furthered this process by opening cable and broadcast television, radio, and other wireless communication to competition. With more than half of American Internet users on high-speed connections ,, the delivery of communications and media over the Net can only grow.  Wireless and mobile services (satellite, cell network, and 802. 11—see wireless computing) have also been growing vigorously.  The result is that the “information highway” now has many lanes, with some being express lanes. ",0,Human
137,"Telecommuting (also called telework) is the ability to work from home or from some location other than the main office.  According to a report by the nonprofit organization WorldatWork, 28. 7 million people worked from home at least one day a month in 2006.  (Self-employed persons, of course, have a much higher rate of working from home. )Telecommuting was made possible by the growing capabilities of home computers and the availability of network connections that allow the worker at home to have access to most of the people and facilities that would be available if the worker were on site.  Workers and companies that promote telecommuting often cite the following advantages:, elimination of stressful, time-wasting commutes, workers may be more productive because they have fewer office distractions, unnecessary meetings, etc. , reduction of traffic, air pollution, and fuel costs, greater flexibility in working hours, the ability of working parents with small children to combine child care and work to some extent, reduction of costs associated with office facilities",0,Human
138,"Some of the problems or disadvantages cited include:, Worker productivity may decrease due to lack of sufficient discipline and workers becoming distracted at home. ,? Managers may have trouble keeping track of or evaluating the activities of workers who are not physically present. , Telecommuters may miss critical information and go “out of the loop. ”, Security can be compromised, particularly through theft of laptops containing sensitive personal data. , Possible legal liabilities and application of OSHA rules to home working situations. ",0,Human
139,"The alternative is to connect the remote participant to a mobile robot (this is sometimes called telerobotics).  Such robots already exist, although their capabilities are limited and they are not yet widely used for meetings.  RodneyBrooks, director of the MIT Artificial Intelligence Laboratory, foresees a not very distant future in which such robots will be commonplace. The robot will have considerable built-in capabilities, so the person who has “roboted in” to it won’t need to worry about the mechanics of walking, avoiding obstacles, or focusing vision on particular objects.  Seeing and acting through the robot, the person will be able to move around an environment as freely as persons who are physically present.  The operator can give general commands amounting to “walk over there” or “pick up this object” or perform more delicate manipulations by using his or her hands to manipulate gloves connected to a force-feedback mechanism. Brooks sees numerous applications for robotic telepresence.  For example, someone at work could “robot in” to his or her household robot and do things such as checking to make sure appliances are on or off, respond to a burglar alarm, or even refill the cat’s food dish.  Robotic telepresence could also be used to bring expertise (such as that of a surgeon) to any site around the world without the time and expense of physical travel.  Indeed, robots may be the only way (for the foreseeable future) that humans are likely to explore environments far beyond Earth ,. ",0,Human
140,"The term template is used in a several contexts in computing, but they all refer to a general pattern that can be customized to create particular products such as documents. In a word processing program such as Microsoft Word, a template (sometimes called a style sheet) is a document that comes with a particular set of styles for various elements such as titles, headings, first and subsequent paragraphs, lists, and so on.  Each style in turn consists of various characteristics such as type font, type style (such as bold), and spacing.  The template also includes properties of the document as a whole, such as margins, header, and footer. To create a new document, the user can select one of several built-in templates for different types of documents such as letters, faxes, and reports, or design a custom template by defining appropriate styles and properties.  Special sequences of programmed actions can also be attached to a template ,. Templates can be created and used for applications other than word processing.  A spreadsheet template consists of appropriate macros and formulas in an otherwise blank spreadsheet.  When it is run, the template prompts the user to enter the appropriate values and then the calculations are performed.  A database program can have input forms that serve in effect as templates for creating new records by inputting the necessary data. ",0,Human
141,"The primary use of text editors today is to create programs and scripts.  These must generally be created using only standard ASCII characters ,, without all the embedded formatting commands and graphics found in word processing documents.  Programmer’s text editors can be very sophisticated in their own right, providing features such as built in syntax checking and formatting or (as with the Emacs editor) the ability to program the editor itself.  Ultimately, however, program editors must create a source code file that can be processed by the compiler. Text editors are also useful for writing quick, short scripts , and can be handy for writing HTML code for the Web.  However, many Web pages are now designed using word processor–like programs that convert the WYSIWYG (what you see is what you get) formatting into appropriate HTML codes automatically",0,Human
142,"Although they use different devices and formats, text messaging on cell phones and PDAs and instant messaging through online services have much in common.  Both involve sending short messages to other users who can receive them and reply as soon as they are online.  (This is an ad hoc connection that differs from a chat room [see chat, online] in that the latter is an established location where people go to converse with other members.  It also differs from an online discussion group [see conferencing systems and netnews and newsgroups] where messages are posted and may be replied to later, but there is no real-time communication. )Text messaging or texting uses a protocol called Short Message Service (SMS), which is available with most cell phones and service plans as well as PDAs that have wireless connections.  When a user sends a message to a designated recipient, it goes to a service center where it is routed to the destination phone; if that phone is not connected, the message is stored and retried later.  Typically messages are limited to 160 characters, though up to six or so messages can be concatenated and treated as a longer message. While texting did not become popular until the late 1990s, instant messaging began in the 1970s as a way for multiple users on a shared computer or network (such as a UNIX system) to communicate in real time using commands such as send and talk (the latter being more conversational—see chat, online).  In the late 1980s and early 1990s, various dial-up services , provided for sending text messages (AOL was the first to use the term instant messages for its facility).  By the mid-1990s instant messaging was well established on the Internet, often employing a graphical user interface, as with ICQ and AOL Instant Messenger (AOL later acquired ICQ as well). ",0,Human
143,"Between 2000 and 2004 the numbers of text messages sent worldwide soared from 17 billion to 500 billion.  At about a dime a message, texting became a major source of revenue for phone companies.  Since then, texting has continued to grow, particularly in parts of Europe, the Asia-Pacific region (particularly China), and Japan (where it has largely become an Internet-based service). In the United States texting is most popular among teenagers ,.  It is not uncommon to see a bench full of teens talking excitedly to one another while carrying on simultaneous texting with unseen friends in what, to many adult onlookers, appears to be an incomprehensible code, their conversation perhaps ending with ttyl (talk to you later). Loosely affiliated groups communicating by text , have organized everything from “happenings” to serious protest campaigns (as in the anti-WTO [World Trade Organization] demonstrations in Seattle in 1999 and in the Philippines uprising in 2001. )",0,Human
144,"As the name implies, a touchscreen is a screen display that can respond to various areas being touched or pressed.  Invented in 1971, the first form of touchscreens to become part of daily life were found on automatic teller machines (ATMs) and point-of-sale credit card processors. Touchscreens can detect the pressure of a finger or stylus in several ways: A “resistive” touchscreen uses two layers of electrically conductive metallic material separated by a space.  When an area is touched, the two layers are electrically connected, and the change in electrical current is registered and converted to a code that identifies the location touched.  Surface acoustic wave (SAW) touchscreens use an ultrasonic wave that is interrupted by a touch; capacitive touchscreens respond to the change in electron storage (capacitance) caused by contact with a human body.  Various other acoustic, mechanical (strain-based), or optical systems can also be used, with the latter being particularly popular",0,Human
145,"Many computer applications involve the arrival of a set of data that must be processed in a specified way.  For example, a bank’s ATM system receives a customer’s request to deposit money together with identification of the account and the amount to be deposited.  The system must accept the deposit, update the account balance, and return a receipt to the customer.  This is an example of real-time transaction processing. Some applications process transactions in batches.  For example, a company may run a program once a month that generates paychecks and withholding stubs from employee records that include hours worked, number of dependents claimed, and so on.  Indeed, in the ATM example, the account balance is typically not updated during the on-line transaction, but instead a batch transaction is stored.  Overnight that transaction will be processed together with other transactions affecting that account (such as checks), and the balance will then be officially updated.  (The program module that keeps track of the progress of transactions is called a transaction monitor. )",0,Human
146,"The tree is a data structure that consists of individual intersections called nodes.  The tree normally starts with a single root node.  (Unlike real trees, data trees have their root at the top and branch downward. ) The root connects to one or more nodes, which in turn branch into additional nodes, often through a number of levels.  (A node that branches downward from another node is called that node’s childnode. ) A node at the bottom that does not branch any further is called a terminal node or sometimes a leaf. Trees are useful for expressing many sorts of hierarchical structures such as file systems where the root of a disk holds folders that in turn can hold files or additional folders, and so on down many levels.  (A corporate organization chart is a noncomputer example of a hierarchical tree. )",0,Human
147,"A binary tree is a tree in which no node has more than two child nodes.  To move through data stored in a binary tree, a program can use two pointers, one to the current node’s left child and one to its right child ,.  The pointers can then be used to trace the paths through the nodes.  If the tree represents a file that has been sorted ,, comparing nodes to the desired value and branching accordingly quickly leads to the desired record. Alternatively, the data can be stored directly in contiguous memory locations corresponding to the successive numbers of the nodes.  This method is faster than having to trace through successive pointers, and a binary search algorithm can be applied directly to the stored data.  On the other hand it is easier to insert new items into a linked list ,. A common solution is to combine the two structures, storing the linked list in a contiguous range of memory by storing its root in the middle of the range, its left child at the beginning of the range, its right child at the end, and then repeatedly splitting each portion of the range to store each level of children.  Intuitively, one can see that algorithms for processing such stored trees will take a recursive approach ,",0,Human
